,Index,Highest Charting Position,Number of Times Charted,Song Name,Artist,Artist Followers,Song ID,Duration (ms)
1442,1443,89,7,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",7408249,6osaMSJh9NguagEDQcZaKx,185195
1443,1444,54,7,Psycho,Red Velvet,5688315,3CYH422oy1cZNoo0GTG1TK,210560
1444,1445,113,7,Suge,DaBaby,7601122,2gwkD6igEhQbDQegRCcdoB,163320
1445,1446,101,7,Con Altura,"ROSALÍA, J Balvin, El Guincho",4769627,2qG5sZ7Si6sdK74qLxedYM,161627
1446,1447,140,7,Only Human,Jonas Brothers,5436999,0DiDStADDVh3SvAsoJAFMk,183000
1447,1448,51,5,Eleven,Khalid,14190858,18O00Y7yrkJ0pRXm1n21Og,206080
1448,1449,135,6,Talk (feat. Disclosure),Khalid,14190858,6TqXcAFInzjp0bODyvrWEq,197573
1449,1450,117,7,Hot (Remix) [feat. Gunna and Travis Scott],"Travis Scott, Young Thug",3337982,56AMYGJzxBO6p8v0wEe9de,279907
1450,1451,192,1,Weiss,Samra,1045091,38YP1STiBe3AZevFFJILf4,162702
1451,1452,105,7,Con Calma,"Daddy Yankee, Snow",1251372,3GIhMWNecxw8GyCFwviF6v,193227
1452,1453,148,7,MIDDLE CHILD,J. Cole,14103694,2JvzF1RMd7lE3KmFlsyZD8,213594
1453,1454,136,7,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",8766508,4bTZeO72FwMa6wKOiqoynL,287773
1454,1455,113,5,FML,Arizona Zervas,621200,6lruHh1jF7ezgbLv72xYmf,223000
1455,1456,128,1,King Of My City,A Boogie Wit da Hoodie,1251372,4JEz0Iz8PnzHe5B0CkYSjP,148676
1456,1457,22,3,Those Kinda Nights (feat. Ed Sheeran),Eminem,46814751,0VSzREd1OjEWJ9tXoFHRQH,177693
1457,1458,136,1,Mon Ami,Samra,1045091,1R4xkZXQUQ8QJtAdwHkSgC,138409
1458,1459,120,3,Break My Stride,Matthew Wilder,30386,1mCsF9Tw4AkIZOjvZbZZdT,184480
1459,1460,76,3,Kein Wort,"Juju, Loredana, Miksu / Macloud",486474,1hoLUVBx0ixX3kn0EX0P5n,162094
1460,1461,86,6,Graveyard,Halsey,15663384,2ufmtcIFdFpuUYBPXK5f67,181806
1461,1462,183,1,Wake Up Call (feat. Trippie Redd),KSI,2010879,5MYzajZVxBaPT2JUSRa99L,175067
1462,1463,131,6,Turn Me On (feat. Vula),"Riton, Oliver Heldens",83743,0qaWEvPkts34WF68r8Dzx9,208474
1463,1464,190,1,Hips Don't Lie (feat. Wyclef Jean),Shakira,22136717,3ZFTkvIE7kyPt6Nu3PEa7V,218093
1464,1465,106,6,Liar,Camila Cabello,22698747,7LzouaWGFCy4tkXDOOnEyM,207039
1465,1466,191,4,Going Bad (feat. Drake),Meek Mill,5241145,2IRZnDFmlqMuOrYOLnZZyc,180522
1466,1467,193,1,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,42227614,2Rk4JlNc2TPmZe2af99d45,193000
1467,1468,134,5,Panini,Lil Nas X,5488666,1000nHvUdawXuUHgBod4Wv,114893
1468,1469,191,2,idontwannabeyouanymore,Billie Eilish,47061119,41zXlQxzTi6cGAjpOXyLYH,203569
1469,1470,158,5,The London (feat. J. Cole & Travis Scott),"J. Cole, Young Thug",6383275,7DcvwMAiqKJQD1rrdfxSDx,200107
1470,1471,123,6,223's (feat. 9lokknine),YNW Melly,6332535,4sjiIpEv617LDXaidKioOI,176640
1471,1472,26,2,Darkness,Eminem,46814751,5SiZJoLXp3WOl3J4C8IK0d,337147
1472,1473,30,2,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,46814751,0GQ5bFTVFFKpwNPc7KwQnB,234653
1473,1474,38,2,Blue World,Mac Miller,6189454,2hwOoMtWPtTSSn6WHV7Vp5,209440
1474,1475,99,5,Liberdade Provisória,Henrique & Juliano,13312073,1vG3YuKRYqPwTmNmYgqkpg,187986
1475,1476,32,2,Unaccommodating (feat. Young M.A),Eminem,46814751,0q2vG0UVuy6ajjcpkQHdZM,216600
1476,1477,129,1,Donuts,Gzuz,1140383,5XVPNr0CAoUn1jD033Ucoo,162938
1477,1478,44,2,Leaving Heaven (feat. Skylar Grey),Eminem,46814751,5CpsIb7SMFHjmAG8RvIWfq,265947
1478,1479,164,1,Zu Ende,"Samra, ELIF",1045091,0Vl4eICpXMjtiK0RhdaWov,197861
1479,1480,171,1,B.I.T.C.H.,Megan Thee Stallion,4794212,06scTb0zbkxYNgpAB3J9fN,183143
1480,1481,56,5,Look At Her Now,Selena Gomez,1251372,2XUPkAie1nz9SYIhbdIVWb,162596
1481,1482,187,1,Bi Sonraki Hayatımda Gel,"Murda, Ezhel",862965,5SYkeNpjhJPFUMOP5TK8iw,167350
1482,1483,126,4,Legends,Juice WRLD,19102888,1Knctxx9vGZxpZfF66BIEa,191840
1483,1484,157,4,11 PM,Maluma,26784251,7KbF6AdprOXEEHlsq11Z6d,175733
1484,1485,182,3,Post Malone (feat. RANI),Sam Feldt,639516,0qc4QlcCxVTGyShurEv1UU,174444
1485,1486,52,2,In Too Deep,Eminem,46814751,7Dj2wqPYXfSRFwa6qyOztr,194707
1486,1487,57,1,Premonition - Intro,Eminem,46814751,7ccTcabbJlCJiIqtrSSwBk,173893
1487,1488,62,1,I Can See,Mac Miller,6189454,3R8CyhJfVjvgIROd5RSGhQ,220853
1488,1489,69,1,Hand Me Downs,Mac Miller,6189454,2Yv2mHzr5AQavVdwQjEokV,298440
1489,1490,70,1,No Regrets (feat. Don Toliver),Eminem,46814751,1lO9CZo6eDrOy0S7khgryG,200947
1490,1491,71,1,Complicated,Mac Miller,6189454,3WfSNAoj2D8C9noPSGZZFM,232212
1491,1492,72,1,Lock It Up (feat. Anderson .Paak),Eminem,46814751,1qwMkkRiD5jqLeUUjfgblh,170227
1492,1493,73,1,Marsh,Eminem,46814751,34d7sGX6WUqq8f04e7CSNF,200573
1493,1494,74,1,Stepdad,Eminem,46814751,3QVHSV8YKYq4L8tI5rnFgj,213413
1494,1495,83,1,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,46814751,5mZXWEH2eh8zMZGCxT5aW0,286960
1495,1496,90,1,Never Love Again,Eminem,46814751,40YbWniIEmqy6s58fYXLUh,177547
1496,1497,91,1,Woods,Mac Miller,6189454,3Qa944OTMZkg8DHjET8JQv,286387
1497,1498,94,1,Farewell,Eminem,46814751,74gykWHknHDrg4eMdcmdRq,247733
1498,1499,98,1,Everybody,Mac Miller,6189454,1OuN92HcVG6NVpWbeESNB3,256507
1499,1500,100,1,Alfred - Interlude,Eminem,46814751,4EmunTy7kNBYQivOa8F6b8,30133
1500,1501,102,1,Little Engine,Eminem,46814751,4qNWEOMyexn7b8Icyk29t9,177293
1501,1502,113,1,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,46814751,3CJbxqRQ0JNCqboWDNUUeX,303000
1502,1503,115,1,Still Learning,Halsey,15663384,2Mfv5HaqnI18Q9JRv9hqnn,211784
1503,1504,118,1,Surf,Mac Miller,6189454,1kwnxJNVl7cwcU98RvMBaR,330507
1504,1505,139,1,That's On Me,Mac Miller,6189454,0udOCZp7yk0Ml92C0k8H8D,217868
1505,1506,148,1,Once A Day,Mac Miller,6189454,26G5nmIx7Yvq79bIIluyZV,160267
1506,1507,155,1,Big Drip,"Ufo361, Future",1700759,7HZoWhGQaKg97OsqG7HLOS,173785
1507,1508,157,1,Hands,Mac Miller,6189454,6CrnvqCxBKVWahSiQwOesM,199981
1508,1509,167,1,Dans l'espace (feat. Heuss l'Enfoiré),Gambi,951798,2KAkkba3PaYFegfmYpUITv,169702
1509,1510,168,1,Blanche,"Maes, Booba",1603670,5GyyPRvEwdI4wJSUbzxHQv,193453
1510,1511,87,1,Vulnerable,Selena Gomez,28931149,11OwAR3GlBj9E35Cznf7Lj,192172
1511,1512,90,1,Dance Again,Selena Gomez,28931149,5sK3o66yupTNIK6gWgzGjf,170498
1512,1513,107,1,Ring,Selena Gomez,28931149,11Ey4yJVeWEsA73KjACkVY,148776
1513,1514,111,1,Crowded Room (feat. 6LACK),Selena Gomez,28931149,2C0hTkdEoikhKzDCJl32QZ,186459
1514,1515,119,1,People You Know,Selena Gomez,28931149,63mdJr3NMY3wReOkNE6c6W,194900
1515,1516,83,3,Up All Night,Khalid,14190858,1mpD5Q8IM32I4bF6eCpU74,157220
1516,1517,111,3,Nice To Meet Ya,Niall Horan,7564659,3cphb8kdsjElYR7r5icK3H,158805
1517,1518,102,3,Into the Unknown,"Idina Menzel, AURORA",1251372,3Z0oQ8r78OUaHvGPiDBR3W,194848
1518,1519,161,1,Let Me Get Me,Selena Gomez,28931149,0uFForNKQPvgSCnxlZIhQy,189145
1519,1520,166,1,A Sweeter Place (feat. Kid Cudi),Selena Gomez,28931149,4bb94wZVF1cX66vQjNeJTX,263306
1520,1521,131,3,Stuck In A Dream (feat. Gunna),Lil Mosey,3818503,7iHHxY2NLlJRAmlAmC4ahQ,123560
1521,1522,138,3,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,33663701,7CZyCXKG6d5ALeq41sLzbw,229573
1522,1523,176,1,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,6608815,6ztvsy3C6hPjVg9j4x1XKJ,185806
1523,1524,182,2,Start Wit Me (feat. Gunna),Roddy Ricch,6608815,7A20WnLkjtZU2d7hIB6Ziu,158692
1524,1525,187,1,Diamonds (with Normani),Megan Thee Stallion,4794212,0PQsrLxPbOBBwwmXCnGvcF,199301
1525,1526,140,3,Don't Call Me Up,Mabel,1374784,5WHTFyqSii0lmT9R21abT8,178480
1526,1527,177,3,Death,"Trippie Redd, DaBaby",6434201,3Kd6Wp3lG5HXMB2dlvuy7y,172196
1527,1528,133,3,Calma - Remix,"Pedro Capó, Farruko",1353049,5iwz1NiezX7WWjnCgY5TH4,238200
1528,1529,195,1,Cut You Off,Selena Gomez,28931149,4OtHGdb0KqEbaWb6edUnR9,182017
1529,1530,196,1,Kinda Crazy,Selena Gomez,28931149,59iGOjPSOcPLGl3vqEStUp,212436
1530,1531,179,3,2002,Anne-Marie,8153871,2BgEsaKNfHUdlh97KmvFyo,186987
1531,1532,153,3,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,7408249,0KoiMHhqKLoL4xM54rcWYY,212500
1532,1533,107,2,Family,"The Chainsmokers, Kygo",18195884,3TKpJrY9q49Mj1JOsM9zGL,194827
1533,1534,36,2,GANG GANG,"JACKBOYS, Sheck Wes",437907,6uJONCdr2rC65BNmCnTBWK,244761
1534,1535,39,2,Had Enough (feat. Quavo & Offset),Don Toliver,437907,7LGWmZaoS7jZJ5tEi9EcDi,157133
1535,1536,38,2,WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott",437907,4AO1XhrgJczQ9bNVxdfKQe,250142
1536,1537,125,2,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,4039037,7x9nXsowok1JszkVztI5NI,201271
1537,1538,169,2,VALENTINO,24kGoldn,1276406,6piAUJJQFD8oHDUr0b7l7q,179133
1538,1539,176,1,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv, , , 
1539,1540,150,2,Roller,Apache 207,1674348,6hw1Sy9wZ8UCxYGdpKrU6M,157093
1540,1541,187,1,Never Really Over,Katy Perry,18936929,5PYQUBXc7NYeI1obMKSJK0,223523
1541,1542,145,2,One Kiss (with Dua Lipa),Calvin Harris,21946934,7ef4DlsgrMEH11cDZd32M6,214847
1542,1543,192,2,Fantasía,Ozuna,29238936,40rXWke6SnXiGkSmaT8ZUr,175187
1543,1544,59,1,Trampoline,"SHAED, ZAYN",139434,1iQDltZqI7BXnHrFy4Qo1k,184280
1544,1545,72,1,GATTI,"JACKBOYS, Pop Smoke, Travis Scott",437907,40mjsnRjCpycdUw3xhS20g,181145
1545,1546,128,1,Candy,Doja Cat,8671649,1VJwtWR6z7SpZRwipI12be,190920
1546,1547,143,1,JACKBOYS,JACKBOYS,437907,62zKJrpbLxz6InR3tGyr7o,46837
1547,1548,156,1,Combatchy (feat. MC Rebecca),"Anitta, Lexa, Luísa Sonza",10741972,2bPtwnrpFNEe8N7Q85kLHw,157600
1548,1549,178,1,Old Town Road,Lil Nas X,5488666,2YpeDb67231RjR0MgVLzsG,157067
1549,1550,187,1,Let Me Know (I Wonder Why Freestyle),Juice WRLD,19102888,3wwo0bJvDSorOpNfzEkfXx,215381
1550,1551,190,1,Ne reviens pas,"Gradur, Heuss L'enfoiré",1390813,4TnFANpjVwVKWzkxNzIyFH,188613
1551,1552,195,1,New Rules,Dua Lipa,27167675,2ekn2ttSfGqwhhate0LSR0,209320
1552,1553,196,1,Cheirosa - Ao Vivo,Jorge & Mateus,15019109,2PWjKmjyTZeDpmOUa3a5da,181930
1553,1554,197,1,Havana (feat. Young Thug),Camila Cabello,22698747,1rfofaqEpACxVEHIZBJe6W,217307
1554,1555,198,1,Surtada - Remix Brega Funk,"Dadá Boladão, Tati Zaqui, OIK",208630,5F8ffc8KWKNawllr5WsW0r,152784
1555,1556,199,1,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,42227614,3i9UVldZOE0aD0JnyfAZZ0,221307
